Start,End,Duration,Subject,Task
2019-08-27 23:08:11.657282,2019-08-27 23:08:17.323112,0 days 00:00:05.665830000,CIS121,HW0
2019-08-27 23:13:09.161708,2019-08-27 23:13:12.156246,0 days 00:00:02.994538,CIS121,HW0
2019-08-27 23:13:25.535976,2019-08-27 23:13:28.311500,0 days 00:00:02.775524,PWBM,Wealth Project
2019-08-27 23:13:49.675451,2019-08-27 23:13:52.136864,0 days 00:00:02.461413,URBS420,Readings
